course_name,skill_name,job_classification,skill_class,revised_job_classification
สอน Node.js #01 - Intro - คืออะไร ติดตั้งยังไงหละเฮ้ยๆๆ,Installation Process,Software Developer and Prompt Engineer),"Cloud, DevOps & Architecture",Software Developer and Prompt 
สอน Node.js #02 - npm - วัตถุดิบมาแล้วครับเชฟ (มีแถม npx),npm Usage,Software Developer and Prompt Engineer),Technical Implementation & Tools,UXUI
สอน Node.js #02 - npm - วัตถุดิบมาแล้วครับเชฟ (มีแถม npx),npx Introduction,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #03 - require exports - ทูน่าแซลม่อนร่อนลงจาน,API Service,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Node.js #03 - require exports - ทูน่าแซลม่อนร่อนลงจาน,Module System,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #03 - require exports - ทูน่าแซลม่อนร่อนลงจาน,Node.js,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #03 - require exports - ทูน่าแซลม่อนร่อนลงจาน,export,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #03 - require exports - ทูน่าแซลม่อนร่อนลงจาน,require,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #04 - import export - แซลม่อนรมควันอันโมเดิร์น,ES6 Modules,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #04 - import export - แซลม่อนรมควันอันโมเดิร์น,Import Export,Software Developer and Prompt Engineer,E-Commerce & Sales,Digital and performance marketer
สอน Node.js #04 - import export - แซลม่อนรมควันอันโมเดิร์น,Static Files,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Node.js #05 - process.argv - ส่งมาให้ฉัน ฉันรับไว้เอง,Data Retrieval,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Node.js #05 - process.argv - ส่งมาให้ฉัน ฉันรับไว้เอง,Git Command,Software Developer and Prompt Engineer,"Cloud, DevOps & Architecture",Software Developer and Prompt 
สอน Node.js #05 - process.argv - ส่งมาให้ฉัน ฉันรับไว้เอง,Minimist Library,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #05 - process.argv - ส่งมาให้ฉัน ฉันรับไว้เอง,Node.js Server,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #05 - process.argv - ส่งมาให้ฉัน ฉันรับไว้เอง,process.argv,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #06 - process.env - เพื่อนฝากถาม,Application Security,Software Developer and Prompt Engineer,Application Security & DevSecOps,Cybersecurity Specialist
สอน Node.js #06 - process.env - เพื่อนฝากถาม,Node.js Server,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #06 - process.env - เพื่อนฝากถาม,Variables,Software Developer and Prompt Engineer),Core Programming & Computer Science,Software Developer and Prompt 
สอน Node.js #06 - process.env - เพื่อนฝากถาม,dotenv,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #06 - process.env - เพื่อนฝากถาม,process.env,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #07 - HTTP Server - สมรภูมิไฟ,HTTP,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #07 - HTTP Server - สมรภูมิไฟ,Node.js Server,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #07 - HTTP Server - สมรภูมิไฟ,Routing,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #07 - HTTP Server - สมรภูมิไฟ,User Input,Software Developer and Prompt Engineer),Product Management & Customer Insights,Business Analyst
สอน Node.js #08 - MySQL Intro - อาวุธใหม่มาแล้วจ้า,API Service,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Node.js #08 - MySQL Intro - อาวุธใหม่มาแล้วจ้า,Database Management,Database Administrator,"Administration, Security & Operations",Database Administrator
สอน Node.js #08 - MySQL Intro - อาวุธใหม่มาแล้วจ้า,HTTP,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #08 - MySQL Intro - อาวุธใหม่มาแล้วจ้า,Node.js,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #09 - Read File - อ่านยังไงนะไฟล์เอ๊ย,Data Retrieval,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Node.js #09 - Read File - อ่านยังไงนะไฟล์เอ๊ย,Static Files,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Node.js #09 - Read File - อ่านยังไงนะไฟล์เอ๊ย,fs Module,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #09 - Read File - อ่านยังไงนะไฟล์เอ๊ย,path Module,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #10 - Write File - ล็อคหลบแบบดิจิทัล,Asynchronous Programming,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Node.js #10 - Write File - ล็อคหลบแบบดิจิทัล,Error Handling,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Node.js #10 - Write File - ล็อคหลบแบบดิจิทัล,Log File,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #10 - Write File - ล็อคหลบแบบดิจิทัล,Node.js Server,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #10 - Write File - ล็อคหลบแบบดิจิทัล,Static Files,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Node.js #11 - File Folder part 1 - รอนานๆก็อาจจะบั่นทอนหัวใจ,Async Await,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #11 - File Folder part 1 - รอนานๆก็อาจจะบั่นทอนหัวใจ,Callback Function,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Node.js #11 - File Folder part 1 - รอนานๆก็อาจจะบั่นทอนหัวใจ,Promise Handling,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #11 - File Folder part 1 - รอนานๆก็อาจจะบั่นทอนหัวใจ,Static Files,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Node.js #12 - File Folder part 2 - มันซ้ำมันซ้อนกับใครคนใหม่ของเธอ,Static Files,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Node.js #12 - File Folder part 2 - มันซ้ำมันซ้อนกับใครคนใหม่ของเธอ,fs Module,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #12 - File Folder part 2 - มันซ้ำมันซ้อนกับใครคนใหม่ของเธอ,path Module,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #13 - Stream - น้ำแร่ไหลลึก,Batch Processing,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #13 - Stream - น้ำแร่ไหลลึก,Data Streaming,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #13 - Stream - น้ำแร่ไหลลึก,Function,Software Developer and Prompt Engineer,"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Node.js #13 - Stream - น้ำแร่ไหลลึก,Node.js Server,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #13 - Stream - น้ำแร่ไหลลึก,Spacing,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน Node.js #14 - package.json - วัวตัวนี้ไม่หนีฉันไปไหน,Dependency Management,Software Developer and Prompt Engineer,"Cloud, DevOps & Architecture",Software Developer and Prompt 
สอน Node.js #14 - package.json - วัวตัวนี้ไม่หนีฉันไปไหน,Node.js Server,Software Developer and Prompt Engineer),"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #14 - package.json - วัวตัวนี้ไม่หนีฉันไปไหน,Project Setup,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #14 - package.json - วัวตัวนี้ไม่หนีฉันไปไหน,json,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #15 - nvm - สลับร่างสร้างฝัน,Environment Management,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Node.js #15 - nvm - สลับร่างสร้างฝัน,Node.js Server,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Node.js #15 - nvm - สลับร่างสร้างฝัน,Version Switching,Software Developer and Prompt Engineer,"Cloud, DevOps & Architecture",Software Developer and Prompt 
สอน PHP เบื้องต้น จนใช้ได้จริง Feat. MySQL HTML CSS,API Service,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน PHP เบื้องต้น จนใช้ได้จริง Feat. MySQL HTML CSS,SQL,Software Developer and Prompt Engineer,Data Security & Privacy,Cybersecurity Specialist
สอน PHP เบื้องต้น จนใช้ได้จริง Feat. MySQL HTML CSS,Web Deployment,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Power Automate Cloud เบื้องต้น ลดงานซ้ำๆ พร้อมกรณีศึกษา Point Of Sales,API Service,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
สอน Power Automate Cloud เบื้องต้น ลดงานซ้ำๆ พร้อมกรณีศึกษา Point Of Sales,Code Delay,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
สอน Power Automate Cloud เบื้องต้น ลดงานซ้ำๆ พร้อมกรณีศึกษา Point Of Sales,HR Automation,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
สอน Power Automate Cloud เบื้องต้น ลดงานซ้ำๆ พร้อมกรณีศึกษา Point Of Sales,Robotic Process Automation,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
สอน Power Automate Desktop เบื้องต้น กรอกข้อมูลอัตโนมัติแบบง่ายๆ,API Service,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Power Automate Desktop เบื้องต้น กรอกข้อมูลอัตโนมัติแบบง่ายๆ,Desktop Flow,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
สอน Power Automate Desktop เบื้องต้น กรอกข้อมูลอัตโนมัติแบบง่ายๆ,HR Automation,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
สอน Power Automate Desktop เบื้องต้น กรอกข้อมูลอัตโนมัติแบบง่ายๆ,Lowcode,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
สอน Power Automate Desktop เบื้องต้น กรอกข้อมูลอัตโนมัติแบบง่ายๆ,RPA,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Power BI เบื้องต้น การวิเคราะห์ข้อมูลจากไฟล์ Excel | Power BI by 9Expert,Data Analytics,Data Analyst,Data Analysis & Statistics,Data Analyst
สอน Power BI เบื้องต้น การวิเคราะห์ข้อมูลจากไฟล์ Excel | Power BI by 9Expert,Data Source Connection,Data Analyst,Data Management & Governance,Data Analyst
สอน Power BI เบื้องต้น การวิเคราะห์ข้อมูลจากไฟล์ Excel | Power BI by 9Expert,Data Visualization,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
สอน Power BI เบื้องต้น การวิเคราะห์ข้อมูลจากไฟล์ Excel | Power BI by 9Expert,UX/UI,UXUI,User Experience (UX),Data Analyst
สอน Power BI เบื้องต้น การวิเคราะห์ข้อมูลจากไฟล์ Excel | Power BI by 9Expert,User Feedback,Data Analyst,Product Management & Customer Insights,Business Analyst
สอน Power BI เบื้องต้น การวิเคราะห์ข้อมูลจากไฟล์ Excel | Power BI by 9Expert,VBA Scripting,Data Analyst,"Technical Skills, Tools & Automation",Business Analyst
สอน Python #02 - List - สร้างลิสต์ พิชิตเควส (มีแถม Tuple),Lists,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #02 - List - สร้างลิสต์ พิชิตเควส (มีแถม Tuple),Tuple Introduction,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #03 - List Combo - คอมโบ โอ้โหใหญ่จัง,App Development,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #03 - List Combo - คอมโบ โอ้โหใหญ่จัง,Game Development,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #03 - List Combo - คอมโบ โอ้โหใหญ่จัง,Lists,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #03 - List Combo - คอมโบ โอ้โหใหญ่จัง,Web Development,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน Python #04 - Dictionary - ใช้ชื่อนี้ เพราะพี่ดูคล้าย,Data type,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Python #04 - Dictionary - ใช้ชื่อนี้ เพราะพี่ดูคล้าย,P-value,Data Analyst,Data Analysis & Statistics,Data Analyst
สอน Python #04 - Dictionary - ใช้ชื่อนี้ เพราะพี่ดูคล้าย,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #05 - String - ข้อความเหล่านั้น ที่เธอคอยส่งมา,Data Formatting,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #05 - String - ข้อความเหล่านั้น ที่เธอคอยส่งมา,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #05 - String - ข้อความเหล่านั้น ที่เธอคอยส่งมา,String Manipulation,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #05 - String - ข้อความเหล่านั้น ที่เธอคอยส่งมา,Text Processing,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #05 - String - ข้อความเหล่านั้น ที่เธอคอยส่งมา,Web Development,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน Python #06 - Class Object - รถถังคันนี้พี่ขอ,Class Design,Software Developer and Prompt Engineer),Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #06 - Class Object - รถถังคันนี้พี่ขอ,Data Modeling,Data Engineer,"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Python #06 - Class Object - รถถังคันนี้พี่ขอ,Encapsulation,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #06 - Class Object - รถถังคันนี้พี่ขอ,Object-Oriented Programming,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #07 - Object Method - รถถังมารอ พี่หนี,Class Design,Software Developer and Prompt Engineer),Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #07 - Object Method - รถถังมารอ พี่หนี,Encapsulation,Software Developer and Prompt Engineer),Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #07 - Object Method - รถถังมารอ พี่หนี,Inheritance,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #07 - Object Method - รถถังมารอ พี่หนี,Object Method,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #07 - Object Method - รถถังมารอ พี่หนี,Polymorphism,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #08 - Math - คณิตไม่คิดนอกใจ,Add Operation,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Python #08 - Math - คณิตไม่คิดนอกใจ,MVP Creation,Software Developer and Prompt Engineer),Interaction Design & Prototyping,UXUI
สอน Python #08 - Math - คณิตไม่คิดนอกใจ,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #09 - Random - กดยังไงให้ติดคริ,Control Flow,Software Developer and Prompt Engineer),"Planning, Scheduling & Control",Sustainability Project Manager
สอน Python #09 - Random - กดยังไงให้ติดคริ,DOM Manipulation,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน Python #09 - Random - กดยังไงให้ติดคริ,Function,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Python #09 - Random - กดยังไงให้ติดคริ,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #09 - Random - กดยังไงให้ติดคริ,Random Module,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #10 - Date - วันนั้นวันนี้พรุ่งนี้วันที่เท่าไหร่,Date Manipulation,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #10 - Date - วันนั้นวันนี้พรุ่งนี้วันที่เท่าไหร่,Datetime Module,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #10 - Date - วันนั้นวันนี้พรุ่งนี้วันที่เท่าไหร่,Error Handling,Software Developer and Prompt Engineer,"Tools, Technologies & Programming",Data Analyst
สอน Python #10 - Date - วันนั้นวันนี้พรุ่งนี้วันที่เท่าไหร่,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #11 - try except - เส้นทางลูกผู้ชาย,Code Delay,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Python #11 - try except - เส้นทางลูกผู้ชาย,Debugging,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #11 - try except - เส้นทางลูกผู้ชาย,Error Handling,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #11 - try except - เส้นทางลูกผู้ชาย,Exception Management,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #11 - try except - เส้นทางลูกผู้ชาย,Python Map,Software Developer and Prompt Engineer,"Tools, Technologies & Programming",Data Analyst
สอน Python #12 - Read Text File - อ่านไม่ใช้ตาอ่าน,Static Files,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Python #13 - Write Text File - เขียนไม่ใช้มือเขียน,Data Persistence,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #13 - Write Text File - เขียนไม่ใช้มือเขียน,Error Handling,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #13 - Write Text File - เขียนไม่ใช้มือเขียน,File I/O,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #13 - Write Text File - เขียนไม่ใช้มือเขียน,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #13 - Write Text File - เขียนไม่ใช้มือเขียน,Static Files,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Python #14 - pip - ออกอาวุธๆ ที่พัฒนามาเป็นชุด,API Service,Software Developer and Prompt Engineer,"Technical Skills, Tools & Automation",Business Analyst
สอน Python #14 - pip - ออกอาวุธๆ ที่พัฒนามาเป็นชุด,Library Management,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #14 - pip - ออกอาวุธๆ ที่พัฒนามาเป็นชุด,Project Setup,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #14 - pip - ออกอาวุธๆ ที่พัฒนามาเป็นชุด,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #14 - pip - ออกอาวุธๆ ที่พัฒนามาเป็นชุด,pip Usage,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #15 - Scope - เธอไม่รู้จักฉัน ฉันรู้จักเธอ,Error Handling,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #15 - Scope - เธอไม่รู้จักฉัน ฉันรู้จักเธอ,Python,Software Developer and Prompt Engineer),Programming & Tools,Data Engineer
สอน Python #15 - Scope - เธอไม่รู้จักฉัน ฉันรู้จักเธอ,Variables,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #16 - lambda - หมีแลมด้าเขาว่าน่ารัก,AWS Lambda,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #16 - lambda - หมีแลมด้าเขาว่าน่ารัก,Function,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Python #16 - lambda - หมีแลมด้าเขาว่าน่ารัก,Functional Programming,Software Developer and Prompt Engineer),Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #16 - lambda - หมีแลมด้าเขาว่าน่ารัก,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #17 - map filter zip - เปลี่ยนความโกรธเป็นความรัก,Data Structures,Software Developer and Prompt Engineer,Core Programming & Computer Science,Software Developer and Prompt 
สอน Python #17 - map filter zip - เปลี่ยนความโกรธเป็นความรัก,Error Handling,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #17 - map filter zip - เปลี่ยนความโกรธเป็นความรัก,Filter Function,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน Python #17 - map filter zip - เปลี่ยนความโกรธเป็นความรัก,Python Map,Software Developer and Prompt Engineer,"Tools, Technologies & Programming",Data Analyst
สอน Python #18 - args kwargs - ไม่เป็นไร อ๊ากรับได้ทุกอย่าง,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #19 - Decorator - เมก้าแมนติดเกราะ,API Service,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Python #19 - Decorator - เมก้าแมนติดเกราะ,Decorator Function,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #19 - Decorator - เมก้าแมนติดเกราะ,Python Map,Software Developer and Prompt Engineer,"Tools, Technologies & Programming",Data Analyst
สอน Python #19 - Decorator - เมก้าแมนติดเกราะ,Web Development,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน Python #20 - pipenv - ปี๊บติดไนตรัส,Dependency Management,Software Developer and Prompt Engineer),"Cloud, DevOps & Architecture",Software Developer and Prompt 
สอน Python #20 - pipenv - ปี๊บติดไนตรัส,Environment Setup,Software Developer and Prompt Engineer),Cloud & Infrastructure,Data Engineer
สอน Python #20 - pipenv - ปี๊บติดไนตรัส,Package Installation,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python #20 - pipenv - ปี๊บติดไนตรัส,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน Python #20 - pipenv - ปี๊บติดไนตรัส,pipenv,Software Developer and Prompt Engineer,"Backend, APIs & Database",Software Developer and Prompt 
สอน Python เบื้องต้น จนใช้ได้จริง #01,App Publishing,Software Developer and Prompt Engineer),#N/A,#N/A
สอน Python เบื้องต้น จนใช้ได้จริง #01,Code Delay,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน Python เบื้องต้น จนใช้ได้จริง #01,Data Structures,Software Developer and Prompt Engineer),Core Programming & Computer Science,Software Developer and Prompt 
สอน Python เบื้องต้น จนใช้ได้จริง #01,Installation Process,Software Developer and Prompt Engineer,"Cloud, DevOps & Architecture",Software Developer and Prompt 
สอน Python เบื้องต้น จนใช้ได้จริง #01,Python Map,Software Developer and Prompt Engineer,"Tools, Technologies & Programming",Data Analyst
สอน React #02 - State x Object - คนชั่ว 2020,DOM Manipulation,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #02 - State x Object - คนชั่ว 2020,Data Update,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #02 - State x Object - คนชั่ว 2020,Error Handling,Software Developer and Prompt Engineer,"Tools, Technologies & Programming",Data Analyst
สอน React #02 - State x Object - คนชั่ว 2020,Event Handling,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #02 - State x Object - คนชั่ว 2020,React Hooks,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #03 - State x Array (Add) - คนดีย์ 2021,Add Operation,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน React #03 - State x Array (Add) - คนดีย์ 2021,DOM Manipulation,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #03 - State x Array (Add) - คนดีย์ 2021,Event Handling,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #03 - State x Array (Add) - คนดีย์ 2021,React Hooks,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #03 - State x Array (Add) - คนดีย์ 2021,State Hook,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #04 - State x Array (Delete) - คนถูกทิ้ง 2022,Add Operation,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน React #04 - State x Array (Delete) - คนถูกทิ้ง 2022,DOM Manipulation,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #04 - State x Array (Delete) - คนถูกทิ้ง 2022,Event Handling,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #04 - State x Array (Delete) - คนถูกทิ้ง 2022,React Hooks,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #04 - State x Array (Delete) - คนถูกทิ้ง 2022,State Hook,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #05 - State x Array (Edit) - คนจริง 2030,Add Operation,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน React #05 - State x Array (Edit) - คนจริง 2030,DOM Manipulation,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #05 - State x Array (Edit) - คนจริง 2030,Event Handling,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #05 - State x Array (Edit) - คนจริง 2030,React Hooks,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #05 - State x Array (Edit) - คนจริง 2030,State Hook,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #06 - useEffect - ระยะปลอดภัย,Error Handling,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน React #06 - useEffect - ระยะปลอดภัย,Event Handling,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #06 - useEffect - ระยะปลอดภัย,State Hook,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #06 - useEffect - ระยะปลอดภัย,UI Components,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #06 - useEffect - ระยะปลอดภัย,useEffect,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #07 - useEffect return - ก่อนไปขอจูบลา,Event Handling,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #07 - useEffect return - ก่อนไปขอจูบลา,Function,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน React #07 - useEffect return - ก่อนไปขอจูบลา,UI Components,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #07 - useEffect return - ก่อนไปขอจูบลา,useEffect,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #08 - DevTools - ผู้ช่วยศาสตราจารย์,Debugging,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #08 - DevTools - ผู้ช่วยศาสตราจารย์,Performance Monitoring,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #08 - DevTools - ผู้ช่วยศาสตราจารย์,React Hooks,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
